Material;Texto breve de material;Alm.;CMv;Texto;Ce.coste;Cantidad;Fe.contab.;Tipo Mov.;Consumo según Area;Año Solicitud
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;24/08/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;27/08/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;12,000;21/01/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;7,000;22/01/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;21,000;22/01/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;56,000;22/01/2022;Reservas;Fab. Maq.;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;01/09/2021;Reservas;Fraccionamiento;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0000716;FRASCO PLASTICO DE 120 CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0010480;TAPA 53 FRASCO DE 120CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;03/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;24/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;29/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;08/10/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;12/10/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;15/10/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;20/10/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;22/10/2021;Reservas;Fraccionamiento;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;JACEVEDO/ TECNICOS SERVICIOS;500202;36,000;25/01/2022;Reservas;Mantenimiento Servicios;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;24,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;JACEVEDO/ TECNICOS SERVICIOS;500202;2,000;25/01/2022;Reservas;Mantenimiento Servicios;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ZONA DE ENSAYOS;500402;2,000;25/01/2022;Reservas;Fab. Maq.;2022
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;101;NORMAL;;2.520,000;25/01/2022;Ingresos;N/A;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;101;NORMAL;;2.520,000;25/01/2022;Ingresos;N/A;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;101;NORMAL;;2.520,000;25/01/2022;Ingresos;N/A;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;25/01/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;25/01/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;25/01/2022;Reservas;Fab. Maq.;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;30,000;26/01/2022;Reservas;Don Vapor;2022
42-0013572;POLITEX EMB. EXP 175MM X 300MM;0101;101;NORMAL;;360.000,000;27/01/2022;Ingresos;N/A;2022
42-0015910;TARRO 19 LT (BALDE);0101;101;NORMAL;;798,000;27/01/2022;Ingresos;N/A;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;101;NORMAL;;798,000;27/01/2022;Ingresos;N/A;2022
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;JACEVEDO/ TECNICOS SERVICIOS;500202;24,000;27/01/2022;Reservas;Mantenimiento Servicios;2022
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;JACEVEDO/ TECNICOS SERVICIOS;500202;24,000;27/01/2022;Reservas;Mantenimiento Servicios;2022
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;JACEVEDO/ TECNICOS SERVICIOS;500202;2,000;27/01/2022;Reservas;Mantenimiento Servicios;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;27/01/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;27/01/2022;Reservas;Fab. Maq.;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;70,000;27/01/2022;Reservas;Laboratorios;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;27/01/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;35,000;27/01/2022;Reservas;Fab. Maq.;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;20,000;27/01/2022;Reservas;Laboratorios;2022
42-0015947;FRASCO AMBAR 120ML;0101;959;ÁREA DE MUESTREO M.P.;500205;320,000;28/01/2022;Reservas;Muestreo Mp;2022
42-0015948;TAPA FRASCO AMBAR 120ML;0101;959;ÁREA DE MUESTREO M.P.;500205;320,000;28/01/2022;Reservas;Muestreo Mp;2022
42-0016131;FRASCO POTERO 130CC;0101;959;ÁREA DE MUESTREO M.P.;500205;480,000;28/01/2022;Reservas;Muestreo Mp;2022
42-0016132;TAPA BLANCA ARO ALTO PROCESO;0101;959;ÁREA DE MUESTREO M.P.;500205;480,000;28/01/2022;Reservas;Muestreo Mp;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;35,000;29/01/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;29/01/2022;Reservas;Fab. Maq.;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;26/10/2021;Reservas;Fraccionamiento;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;30/01/2022;Reservas;Fab. Maq.;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;29/10/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;19/11/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;24/11/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;26/11/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;01/12/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;03/12/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;10/12/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;14/12/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;12,000;31/01/2022;Reservas;Fraccionamiento;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ZONA DE ENSAYOS;500402;1,000;31/01/2022;Reservas;Fab. Maq.;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;17/12/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;21/12/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;14/01/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;18/01/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;21/01/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;01/02/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;01/02/2022;Reservas;Fab. Maq.;2022
42-0015910;TARRO 19 LT (BALDE);0101;101;NORMAL;;798,000;01/02/2022;Ingresos;N/A;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;101;NORMAL;;798,000;01/02/2022;Ingresos;N/A;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;21,000;01/02/2022;Reservas;Fab. Maq.;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;105,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;180,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;01/02/2022;Reservas;Fraccionamiento;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;I&D QUIMICO NELSON VELA;17050151;42,000;01/02/2022;Reservas;Laboratorios;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;72,000;01/02/2022;Reservas;Laboratorios;2022
42-0000704;TARRO EN P.E. DE 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;125,000;01/02/2022;Reservas;Laboratorios;2022
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;270,000;01/02/2022;Reservas;Laboratorios;2022
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;21,000;01/02/2022;Reservas;Laboratorios;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;I&D QUIMICO NELSON VELA;17050151;84,000;01/02/2022;Reservas;Laboratorios;2022
42-0010477;TAPA 123 TARRO DE 2LT;0101;959;I&D QUIMICO NELSON VELA;17050151;40,000;01/02/2022;Reservas;Laboratorios;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;21,000;01/02/2022;Reservas;Laboratorios;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;42,000;01/02/2022;Reservas;Laboratorios;2022
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;I&D QUIMICO NELSON VELA;17050151;238,000;01/02/2022;Reservas;Laboratorios;2022
42-0012711;TAPA 86 TARRO EN P.E. DE 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;125,000;01/02/2022;Reservas;Laboratorios;2022
42-0016549;FRASCO POTERO 250CC;0101;959;I&D QUIMICO NELSON VELA;17050151;480,000;01/02/2022;Reservas;Laboratorios;2022
42-0016552;TAPA BLANCA ARO ALT PROC 250CC;0101;959;I&D QUIMICO NELSON VELA;17050151;480,000;01/02/2022;Reservas;Laboratorios;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;I&D QUIMICO NELSON VELA;17050151;9,000;02/02/2022;Reservas;Laboratorios;2022
42-0015948;TAPA FRASCO AMBAR 120ML;0101;101;NORMAL;;1.008,000;02/02/2022;Ingresos;N/A;2022
42-0015947;FRASCO AMBAR 120ML;0101;101;NORMAL;;1.008,000;02/02/2022;Ingresos;N/A;2022
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;941;EXCLUSA MP;17070159;1,000;20/02/2022;Reservas;Fraccionamiento;2022
42-0016017;TAPA 20 LT CERTIFICADA AZUL;0101;941;EXCLUSA MP;17070159;2,000;20/02/2022;Reservas;Fraccionamiento;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;60,000;02/02/2022;Reservas;Don Vapor;2022
42-0015910;TARRO 19 LT (BALDE);0101;101;NORMAL;;420,000;03/02/2022;Ingresos;N/A;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;101;NORMAL;;420,000;03/02/2022;Ingresos;N/A;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;28,000;03/02/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;14,000;03/02/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;10,000;03/02/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;03/02/2022;Reservas;Fab. Maq.;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;04/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;04/02/2022;Reservas;Fraccionamiento;2022
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;04/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;04/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;04/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;11/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;16/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;04/03/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;120,000;08/03/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;11/03/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;22/03/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;25/03/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;150,000;29/03/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;01/04/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;05/04/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;08/04/2022;Reservas;Fraccionamiento;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;957;ALMACEN PT MUELLE #34;500999;20,000;04/02/2022;Reservas;Don Vapor;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;24,000;04/02/2022;Reservas;Fraccionamiento;2022
42-0013572;POLITEX EMB. EXP 175MM X 300MM;0101;101;NORMAL;;340.000,000;04/02/2022;Ingresos;N/A;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;12/04/2022;Reservas;Fraccionamiento;2022
42-0015947;FRASCO AMBAR 120ML;0101;959;LABORATORIO FQ 2NDO PISO PLANTA INDUSTRIAL;500205;840,000;07/02/2022;Reservas;Muestreo Mp;2022
42-0015948;TAPA FRASCO AMBAR 120ML;0101;959;LABORATORIO FQ 2NDO PISO PLANTA INDUSTRIAL;500205;840,000;07/02/2022;Reservas;Muestreo Mp;2022
42-0016131;FRASCO POTERO 130CC;0101;959;LABORATORIO FQ 2NDO PISO PLANTA INDUSTRIAL;500205;360,000;07/02/2022;Reservas;Muestreo Mp;2022
42-0016132;TAPA BLANCA ARO ALTO PROCESO;0101;959;LABORATORIO FQ 2NDO PISO PLANTA INDUSTRIAL;500205;360,000;07/02/2022;Reservas;Muestreo Mp;2022
42-0015947;FRASCO AMBAR 120ML;0101;959;LABORATORIO FQ 2NDO PISO PLANTA INDUSTRIAL;500205;42,000;07/02/2022;Reservas;Muestreo Mp;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;35,000;08/02/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;35,000;08/02/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;08/02/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;08/02/2022;Reservas;Fab. Maq.;2022
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TECNICO MANTENIMIENTO;500202;36,000;08/02/2022;Reservas;Mantenimiento Servicios;2022
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;TECNICO MANTENIMIENTO;500202;36,000;08/02/2022;Reservas;Mantenimiento Servicios;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ZONA DE ENSAYOS;500402;3,000;08/02/2022;Reservas;Fab. Maq.;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;19/04/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;22/04/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;90,000;26/04/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;90,000;29/04/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;03/05/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;957;ESCLUSA DE MP SAS;;180,000;06/05/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;20/04/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;12,000;23/04/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;28/04/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;28/04/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;04/05/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;12,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA E&S (EN ESTIBA PLÁSTICA PARA ÁREA BLANCA);500408;100,000;09/02/2022;Reservas;Fab.E&S;2022
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA E&S (EN ESTIBA PLÁSTICA PARA ÁREA BLANCA);500408;100,000;09/02/2022;Reservas;Fab.E&S;2022
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA E&S (EN ESTIBA PLÁSTICA PARA ÁREA BLANCA);500408;212,000;10/02/2022;Reservas;Fab.E&S;2022
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA E&S (EN ESTIBA PLÁSTICA PARA ÁREA BLANCA);500408;212,000;10/02/2022;Reservas;Fab.E&S;2022
42-0015915;TARRO 5 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;20,000;10/02/2022;Reservas;Fab. Maq.;2022
42-0015947;FRASCO AMBAR 120ML;0101;959;I&D QUIMICO NELSON VELA;17050151;105,000;10/02/2022;Reservas;Laboratorios;2022
42-0015948;TAPA FRASCO AMBAR 120ML;0101;959;I&D QUIMICO NELSON VELA;17050151;105,000;10/02/2022;Reservas;Laboratorios;2022
